system,bt,prefix,rps,ttft_mean_ms,ttft_p99_ms,slo_2s,slo_5s,slo_10s,slo_20s
afd_dp3_tp8_ep8,49152,0.5,10.0,697.6074314266443,1898.6689397133887,99.31,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.75,10.0,489.44152330021774,1538.2447701133783,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.9,10.0,393.1417946027858,1087.1248171757904,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.95,10.0,356.7378029200648,1031.2767479382455,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.99,10.0,235.643928080265,926.4908533822745,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.0,12.0,8704.147900927821,17845.223322077654,5.03,22.40,57.83,99.89
afd_dp3_tp8_ep8,49152,0.25,12.0,3663.249134015292,10551.49749463424,15.43,81.71,97.94,100.00
afd_dp3_tp8_ep8,49152,0.5,12.0,1228.1482958059225,3122.8883233666415,83.77,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.75,12.0,638.07000134566,1543.8385147601366,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.9,12.0,473.8958948137505,1246.2493382859973,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.95,12.0,429.1789252374853,1278.086407566443,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.99,12.0,281.57813061081936,1178.222084054723,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.0,4.0,468.6853846731995,1574.4710987992585,99.77,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.25,4.0,396.114196301571,1140.3468930255622,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.5,4.0,333.12066968211104,943.5051887482404,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.75,4.0,283.9690322460873,908.104488570243,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.9,4.0,261.2823490229036,899.2424849700183,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.95,4.0,260.39796945984875,908.3129793126136,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.99,4.0,241.66549352183938,898.6372586991638,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.0,6.0,577.4211579880545,1691.8380270525809,99.89,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.25,6.0,487.9727843095149,1401.1608909722418,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.5,6.0,400.3618994834168,1177.5599471293388,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.75,6.0,328.486937583025,1003.0973399616778,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.9,6.0,295.5994269943663,916.8263629730791,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.95,6.0,276.81413089856505,910.6181070115417,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.99,6.0,238.6341880735542,899.0104184020311,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.0,8.0,1003.0682881958783,3204.695342220366,90.63,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.25,8.0,707.4774495230189,2216.5336400829256,98.51,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.5,8.0,533.2743204826755,1498.2067263592035,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.75,8.0,396.9644982798823,1192.321457136422,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.9,8.0,331.0482106357813,1019.1822338756172,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.95,8.0,253.11491162170256,913.2263141684234,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,49152,0.99,8.0,198.8852970775749,849.2787474952638,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.0,10.0,2933.6497444223082,7131.743363626301,30.97,86.97,100.00,100.00
afd_dp3_tp8_ep8,65536,0.25,10.0,1383.4896534319435,4090.8805017452687,80.69,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.5,10.0,709.4140260059919,1897.1470059175042,99.31,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.75,10.0,473.0041533266859,1433.627490075305,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.9,10.0,394.6438610229109,1150.0498596113173,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.95,10.0,371.63715049943755,1145.371037358418,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.99,10.0,252.626995329346,946.4053893648086,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.0,12.0,9315.86294991523,19148.299603043124,5.71,24.69,53.83,99.77
afd_dp3_tp8_ep8,65536,0.25,12.0,4275.452789167741,10118.757638102397,11.54,67.09,98.86,100.00
afd_dp3_tp8_ep8,65536,0.5,12.0,1231.0765764053378,3260.9931162372227,85.83,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.75,12.0,601.9393916656928,1919.668524414301,99.20,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.9,12.0,472.4272542478783,1442.0990463439375,99.89,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.95,12.0,448.40899515205194,1343.873578691855,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.99,12.0,346.46046211783374,1367.0358927641064,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.0,4.0,465.9815182733749,1403.4389799181372,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.25,4.0,393.96527728810906,1236.5128087345508,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.5,4.0,340.1771540263934,982.9574443213638,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.75,4.0,280.7396949008107,868.4408502746373,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.9,4.0,254.2477666368442,855.5813384149224,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.95,4.0,250.57973472986902,859.6145612560213,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.99,4.0,236.451382695032,852.1446063462645,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.0,6.0,579.6938306928745,1709.6536450460553,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.25,6.0,499.5384978460414,1506.6606418881565,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.5,6.0,406.3789208148207,1227.4884698167443,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.75,6.0,325.54046608454416,879.8500049486755,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.9,6.0,295.9372594244778,866.255742283538,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.95,6.0,281.09801352822353,879.3100954405962,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.99,6.0,262.3647915609181,866.6077634971589,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.0,8.0,975.1320107052369,2831.1738939397032,92.34,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.25,8.0,689.5200513899326,2019.4731677416712,98.86,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.5,8.0,515.4711917228997,1630.9222746267912,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.75,8.0,389.40725068854437,1246.500889426097,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.9,8.0,331.68568923377563,951.0029197670517,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.95,8.0,326.112993458552,954.8647805582731,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,65536,0.99,8.0,255.739794491125,927.8478462900966,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.0,10.0,12349.6908324132,25635.00101758167,4.91,12.34,43.43,84.00
afd_dp3_tp8_ep8,8192,0.25,10.0,6038.603941926999,12825.572621226309,13.26,40.11,88.23,100.00
afd_dp3_tp8_ep8,8192,0.5,10.0,1210.9833223500423,2592.722290027886,88.57,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.75,10.0,616.0920231794672,1583.3796726725996,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.9,10.0,383.4141035388623,1469.4886170141394,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.95,10.0,332.9961685346706,1054.0592199284583,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.99,10.0,136.5619719299887,590.9381379932164,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.0,12.0,18395.43429434672,39124.80512886308,4.57,11.66,25.26,55.09
afd_dp3_tp8_ep8,8192,0.25,12.0,12810.995306377965,26477.046581432223,6.17,14.63,40.23,81.94
afd_dp3_tp8_ep8,8192,0.5,12.0,6110.261859610145,14062.907434571534,8.00,42.40,85.26,100.00
afd_dp3_tp8_ep8,8192,0.75,12.0,1046.1476833921458,2381.4674495067447,93.37,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.9,12.0,601.6751054935157,1706.602256465703,99.77,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.95,12.0,378.1828086014305,1295.1815311610699,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.99,12.0,142.68763143037046,620.6790424697101,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.0,4.0,596.5407161127243,1925.7803694345039,98.97,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.25,4.0,484.16258439687743,1305.415001604706,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.5,4.0,405.99173264205456,1176.3900176528837,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.75,4.0,337.2423237950674,1027.0489344839007,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.9,4.0,297.8195968137256,1002.2863464150578,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.95,4.0,293.5758068556232,982.2812272422015,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.99,4.0,279.7550789123135,994.7370144445449,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.0,6.0,849.0915432950216,2316.8068034760654,97.14,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.25,6.0,647.7108671611974,1734.4879306666553,99.66,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.5,6.0,507.0976239905826,1450.4049950744954,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.75,6.0,397.6951447970101,1127.7848727907985,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.9,6.0,299.1800383552909,1021.3609023671597,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.95,6.0,232.90136035744632,982.0631978381425,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.99,6.0,155.52269556426577,884.6102409530429,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.0,8.0,2902.961748925171,7825.419329218566,38.74,84.11,100.00,100.00
afd_dp3_tp8_ep8,8192,0.25,8.0,1146.6494952211422,3262.5383021682496,86.86,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.5,8.0,689.0808284910662,1896.1238028481603,99.43,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.75,8.0,479.86919527979836,1217.7401334699243,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.9,8.0,372.4630079311984,1206.5976830758145,99.54,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.95,8.0,266.54422388491884,1007.7110563684255,100.00,100.00,100.00,100.00
afd_dp3_tp8_ep8,8192,0.99,8.0,180.47881513674344,873.634556941688,100.00,100.00,100.00,100.00
