system,bt,prefix,rps,slo,ttft_mean_ms,ttft_p99_ms,success,failed
dp4_tp8_sp,32768,0.5,4.0,100.0,779.1287921156202,1851.8912406265736,875,0
dp4_tp8_sp,32768,0.75,4.0,100.0,654.4561954523836,1680.4677932709455,875,0
dp4_tp8_sp,32768,0.9,4.0,100.0,595.7439425358815,1535.0030695181335,875,0
dp4_tp8_sp,32768,0.95,4.0,100.0,564.2347503719585,1562.526906812563,875,0
dp4_tp8_sp,32768,0.99,4.0,100.0,566.6740896558123,1612.2967307828364,875,0
dp4_tp8_sp,32768,0.0,6.0,100.0,1479.1541705871266,2826.854151645675,875,0
dp4_tp8_sp,32768,0.25,6.0,100.0,1266.304753081607,2465.222826581448,875,0
dp4_tp8_sp,32768,0.5,6.0,100.0,876.8110838404724,1907.7218973077834,875,0
dp4_tp8_sp,32768,0.75,6.0,100.0,533.8593979956848,1383.2465190719813,875,0
dp4_tp8_sp,32768,0.9,6.0,100.0,201.96433138953788,788.0697080772369,875,0
dp4_tp8_sp,32768,0.95,6.0,100.0,220.89223097584076,829.5103594101965,875,0
dp4_tp8_sp,32768,0.99,6.0,100.0,180.00265009381943,800.4612079076469,875,0
dp4_tp8_sp,32768,0.0,8.0,100.0,1936.05233397867,3428.275816105306,875,0
dp4_tp8_sp,32768,0.25,8.0,100.0,1710.8670428315443,3131.926053231582,875,0
dp4_tp8_sp,32768,0.5,8.0,100.0,1192.8144942687027,2298.5234456602484,875,0
dp4_tp8_sp,32768,0.75,8.0,100.0,451.35930475113645,1344.1928034555167,875,0
dp4_tp8_sp,32768,0.9,8.0,100.0,254.7523029920246,1178.3888977952302,875,0
dp4_tp8_sp,32768,0.95,8.0,100.0,187.49925071001053,768.8731596805154,875,0
dp4_tp8_sp,32768,0.99,8.0,100.0,163.84128474018402,733.5121126752335,875,0
dp4_tp8_sp,49152,0.0,10.0,100.0,3547.8447024194256,5993.34092115052,875,0
dp4_tp8_sp,49152,0.25,10.0,100.0,2760.781442211675,4403.645750004797,875,0
dp4_tp8_sp,49152,0.5,10.0,100.0,1782.2222099985395,2982.6240717619658,875,0
dp4_tp8_sp,49152,0.75,10.0,100.0,692.0169011311872,1966.9065797887743,875,0
dp4_tp8_sp,49152,0.9,10.0,100.0,224.7016221396625,884.3470554519445,875,0
dp4_tp8_sp,49152,0.95,10.0,100.0,187.65751540607639,771.8388005159795,875,0
dp4_tp8_sp,49152,0.99,10.0,100.0,147.73265283182263,682.0415986608712,875,0
dp4_tp8_sp,49152,0.0,12.0,64.5,8329.781344334993,14967.402333468199,875,0
dp4_tp8_sp,49152,0.25,12.0,100.0,4364.129135470305,7124.949049698189,875,0
dp4_tp8_sp,49152,0.5,12.0,100.0,2194.401415616274,3671.0176925826813,875,0
dp4_tp8_sp,49152,0.75,12.0,100.0,868.9355910984533,2002.4627405777571,875,0
dp4_tp8_sp,49152,0.9,12.0,100.0,316.25758411788513,1191.87128723599,875,0
dp4_tp8_sp,49152,0.95,12.0,100.0,187.5277270759855,696.6997098177671,875,0
dp4_tp8_sp,49152,0.99,12.0,100.0,137.71289582337653,686.5987803693861,875,0
dp4_tp8_sp,49152,0.0,4.0,100.0,1385.859590234501,3025.834496747702,875,0
dp4_tp8_sp,49152,0.25,4.0,100.0,1142.2410549925905,2678.738399827853,875,0
dp4_tp8_sp,49152,0.5,4.0,100.0,932.0403815374842,2234.365900987759,875,0
dp4_tp8_sp,49152,0.75,4.0,100.0,807.4447443102088,2174.516901681199,875,0
dp4_tp8_sp,49152,0.9,4.0,100.0,706.0985114515892,1996.2157081067562,875,0
dp4_tp8_sp,49152,0.95,4.0,100.0,654.6821235918572,1977.5339232478284,875,0
dp4_tp8_sp,49152,0.99,4.0,100.0,616.9586145425482,1805.2381764538586,875,0
dp4_tp8_sp,49152,0.0,6.0,100.0,2059.318598388561,3661.9305660109967,875,0
dp4_tp8_sp,49152,0.25,6.0,100.0,1796.7261969271515,3336.218834389,875,0
dp4_tp8_sp,49152,0.5,6.0,100.0,1264.5536820579853,2671.453539431094,875,0
dp4_tp8_sp,49152,0.75,6.0,100.0,607.634087250701,1716.0680488869548,875,0
dp4_tp8_sp,49152,0.9,6.0,100.0,223.4738542586565,863.8745516259222,875,0
dp4_tp8_sp,49152,0.95,6.0,100.0,216.82429275235958,956.7643619980661,875,0
dp4_tp8_sp,49152,0.99,6.0,100.0,192.05367126581925,911.7512068618086,875,0
dp4_tp8_sp,49152,0.0,8.0,100.0,2705.4711279799894,4373.321333192289,875,0
dp4_tp8_sp,49152,0.25,8.0,100.0,2359.1570332108863,3787.0407778862864,875,0
dp4_tp8_sp,49152,0.5,8.0,100.0,1483.2565954253078,2911.8897412251677,875,0
dp4_tp8_sp,49152,0.75,8.0,100.0,554.1329133813935,1764.079176709056,875,0
dp4_tp8_sp,49152,0.9,8.0,100.0,267.4612480795809,1014.9812555778772,875,0
dp4_tp8_sp,49152,0.95,8.0,100.0,192.95876338120019,779.2012478504329,875,0
dp4_tp8_sp,49152,0.99,8.0,100.0,168.10293632266777,851.027407348156,875,0
dp4_tp8_sp,65536,0.0,10.0,100.0,4335.17680300719,6985.395898595452,875,0
dp4_tp8_sp,65536,0.25,10.0,100.0,3584.3499375411443,5484.226335352287,875,0
dp4_tp8_sp,65536,0.5,10.0,100.0,2571.4889848711236,4149.409844027832,875,0
dp4_tp8_sp,65536,0.75,10.0,100.0,714.6377375982702,2166.7645078618075,875,0
dp4_tp8_sp,65536,0.9,10.0,100.0,291.5116734600493,1114.5517436694352,875,0
dp4_tp8_sp,65536,0.95,10.0,100.0,202.3540126984673,764.0558427572247,875,0
dp4_tp8_sp,65536,0.99,10.0,100.0,170.39451528447015,703.9272440690545,875,0
dp4_tp8_sp,65536,0.0,12.0,48.2,10276.606813648981,18900.380542092025,875,0
dp4_tp8_sp,65536,0.25,12.0,90.9,7073.725313616118,12189.631989216432,875,0
dp4_tp8_sp,65536,0.5,12.0,100.0,3530.112797598754,5520.260094236581,875,0
dp4_tp8_sp,65536,0.75,12.0,100.0,965.0175042104509,2323.4005531296134,875,0
dp4_tp8_sp,65536,0.9,12.0,100.0,316.13383081927896,1199.2375085223466,875,0
dp4_tp8_sp,65536,0.95,12.0,100.0,198.061519098069,685.8154648914933,875,0
dp4_tp8_sp,65536,0.99,12.0,100.0,152.68359136474984,524.8943501152098,875,0
dp4_tp8_sp,65536,0.0,4.0,100.0,1596.7380573329117,3496.895676329732,875,0
dp4_tp8_sp,65536,0.25,4.0,100.0,1324.7935295546692,3088.6220962181687,875,0
dp4_tp8_sp,65536,0.5,4.0,100.0,1049.3062642871269,2876.3207427784796,875,0
dp4_tp8_sp,65536,0.75,4.0,100.0,784.4172587437289,2094.9295746255666,875,0
dp4_tp8_sp,65536,0.9,4.0,100.0,674.2291797505958,1889.836839381605,875,0
dp4_tp8_sp,65536,0.95,4.0,100.0,613.365876385676,1703.0315065570176,875,0
dp4_tp8_sp,65536,0.99,4.0,100.0,601.6917001961598,1723.8625453505665,875,0
dp4_tp8_sp,65536,0.0,6.0,100.0,2430.762229322855,4328.398964684457,875,0
dp4_tp8_sp,65536,0.25,6.0,100.0,1992.8730349184148,3529.5391262602056,875,0
dp4_tp8_sp,65536,0.5,6.0,100.0,1451.508047904287,3216.8703571707006,875,0
dp4_tp8_sp,65536,0.75,6.0,100.0,587.1074125702892,1868.9564968738705,875,0
dp4_tp8_sp,65536,0.9,6.0,100.0,302.86234134648527,1089.4094154797494,875,0
dp4_tp8_sp,65536,0.95,6.0,100.0,250.99624965872084,978.62004683353,875,0
dp4_tp8_sp,65536,0.99,6.0,100.0,208.27287820300884,897.8714259527621,875,0
dp4_tp8_sp,65536,0.0,8.0,100.0,3220.119436223592,4805.359096284956,875,0
dp4_tp8_sp,65536,0.25,8.0,100.0,2753.845811026437,4519.4804826471955,875,0
dp4_tp8_sp,65536,0.5,8.0,100.0,2011.7579230192516,3761.955776326358,875,0
dp4_tp8_sp,65536,0.75,8.0,100.0,687.3094724012273,2197.9618411697447,875,0
dp4_tp8_sp,65536,0.9,8.0,100.0,224.88414825978023,873.3280165214088,875,0
dp4_tp8_sp,65536,0.95,8.0,100.0,218.74170157951968,1047.9676067642868,875,0
dp4_tp8_sp,65536,0.99,8.0,100.0,163.60803257833635,697.8506658226252,875,0
dp4_tp8_sp,8192,0.0,10.0,100.0,3083.0202076738433,6133.113795379175,875,0
dp4_tp8_sp,8192,0.25,10.0,100.0,1331.9836879526931,2886.2287043221295,875,0
dp4_tp8_sp,8192,0.5,10.0,100.0,563.1880106792918,1540.817401316017,875,0
dp4_tp8_sp,8192,0.75,10.0,100.0,384.92711761008417,2610.8854975923887,875,0
dp4_tp8_sp,8192,0.9,10.0,100.0,213.91318314895034,716.7915789317337,875,0
dp4_tp8_sp,8192,0.95,10.0,100.0,167.3439694632377,780.787199307233,875,0
dp4_tp8_sp,8192,0.99,10.0,100.0,149.91734232966388,683.3372461330146,875,0
dp4_tp8_sp,8192,0.0,12.0,50.7,9949.62592423175,20587.19398641959,875,0
dp4_tp8_sp,8192,0.25,12.0,99.5,4813.4232900983525,9592.37707211636,875,0
dp4_tp8_sp,8192,0.5,12.0,100.0,605.6016342240785,1504.5011130906641,875,0
dp4_tp8_sp,8192,0.75,12.0,100.0,368.3485877811909,1071.9481034390628,875,0
dp4_tp8_sp,8192,0.9,12.0,100.0,211.96707114470857,793.5165809653697,875,0
dp4_tp8_sp,8192,0.95,12.0,100.0,163.28576897989427,636.3552226871252,875,0
dp4_tp8_sp,8192,0.99,12.0,100.0,126.97962003680212,400.9695782978087,875,0
dp4_tp8_sp,8192,0.0,4.0,100.0,655.1193349180477,1897.8658363781865,875,0
dp4_tp8_sp,8192,0.25,4.0,100.0,588.1944475844502,1447.9479013197124,875,0
dp4_tp8_sp,8192,0.5,4.0,100.0,517.7110520803502,1301.8005901388824,875,0
dp4_tp8_sp,8192,0.75,4.0,100.0,449.13603395330057,1223.9594701584429,875,0
dp4_tp8_sp,8192,0.9,4.0,100.0,420.9425855720682,1228.9387957658616,875,0
dp4_tp8_sp,8192,0.95,4.0,100.0,402.744303388255,1219.518394432962,875,0
dp4_tp8_sp,8192,0.99,4.0,100.0,395.1785763565983,1195.2280413731933,875,0
dp4_tp8_sp,8192,0.0,6.0,100.0,809.5021315781133,2113.138783434406,875,0
dp4_tp8_sp,8192,0.25,6.0,100.0,651.2791755449559,1702.0858762785792,875,0
dp4_tp8_sp,8192,0.5,6.0,100.0,526.7725305009101,1345.5143793765455,875,0
dp4_tp8_sp,8192,0.75,6.0,100.0,318.62463259856617,1087.7803055383265,875,0
dp4_tp8_sp,8192,0.9,6.0,100.0,188.00379121463214,800.7178988866508,875,0
dp4_tp8_sp,8192,0.95,6.0,100.0,166.45064718223043,690.8625534921885,875,0
dp4_tp8_sp,8192,0.99,6.0,100.0,165.18509765661187,730.0942983105778,875,0
dp4_tp8_sp,8192,0.0,8.0,100.0,1131.2565542826694,2672.764413859695,875,0
dp4_tp8_sp,8192,0.25,8.0,100.0,860.7829726625766,2042.0816329028457,875,0
dp4_tp8_sp,8192,0.5,8.0,100.0,545.1225828507116,1436.685884427279,875,0
dp4_tp8_sp,8192,0.75,8.0,100.0,349.498243418123,2251.2371531780805,875,0
dp4_tp8_sp,8192,0.9,8.0,100.0,191.35960010173065,756.794021502137,875,0
dp4_tp8_sp,8192,0.95,8.0,100.0,173.4711075425148,674.0434174984692,875,0
dp4_tp8_sp,8192,0.99,8.0,100.0,151.12043558114343,717.7443074621258,875,0
afd_dp3_tp8_ep8,16384,0.0,10.0,79.1,6175.174375184412,15148.10894223861,875,0
afd_dp3_tp8_ep8,16384,0.25,10.0,100.0,1657.020499736603,3400.7780091557647,875,0
afd_dp3_tp8_ep8,16384,0.5,10.0,100.0,800.9361694263561,1945.9580959379673,875,0
afd_dp3_tp8_ep8,16384,0.75,10.0,100.0,529.0481221047895,1426.6159736551344,875,0
afd_dp3_tp8_ep8,16384,0.9,10.0,100.0,429.9045057296753,1169.763132929802,875,0
afd_dp3_tp8_ep8,16384,0.95,10.0,100.0,206.2194621387337,909.7972180042416,875,0
afd_dp3_tp8_ep8,16384,0.99,10.0,100.0,138.52539048503553,655.9500232525168,875,0
afd_dp3_tp8_ep8,16384,0.0,12.0,38.1,12720.014886588922,27275.33556809649,875,0
afd_dp3_tp8_ep8,16384,0.25,12.0,71.4,7261.838032548981,16450.396223515272,875,0
afd_dp3_tp8_ep8,16384,0.5,12.0,100.0,2207.8241855773545,5734.820326967165,875,0
afd_dp3_tp8_ep8,16384,0.75,12.0,100.0,677.662921089679,1675.3948050364852,875,0
afd_dp3_tp8_ep8,16384,0.9,12.0,100.0,510.8601702382522,1373.8596727140248,875,0
afd_dp3_tp8_ep8,16384,0.95,12.0,100.0,309.77641199954917,1077.0025924872607,875,0
afd_dp3_tp8_ep8,16384,0.99,12.0,100.0,135.1322585801993,587.0378506742418,875,0
afd_dp3_tp8_ep8,16384,0.0,4.0,100.0,493.10656683732356,1442.6971008628607,875,0
afd_dp3_tp8_ep8,16384,0.25,4.0,100.0,424.7389469104154,1204.252215474844,875,0
afd_dp3_tp8_ep8,16384,0.5,4.0,100.0,364.00094103068113,1081.7787352483715,875,0
afd_dp3_tp8_ep8,16384,0.75,4.0,100.0,310.4892354320203,961.1509555578232,875,0
afd_dp3_tp8_ep8,16384,0.9,4.0,100.0,273.543565472854,949.2054380383343,875,0
afd_dp3_tp8_ep8,16384,0.95,4.0,100.0,272.88961944303344,930.6363691017032,875,0
afd_dp3_tp8_ep8,16384,0.99,4.0,100.0,260.17602064194426,923.2061566691846,875,0
afd_dp3_tp8_ep8,16384,0.0,6.0,100.0,660.0471131604697,1998.7793611455702,875,0
afd_dp3_tp8_ep8,16384,0.25,6.0,100.0,533.9370640399201,1481.2561280187217,875,0
afd_dp3_tp8_ep8,16384,0.5,6.0,100.0,440.11826287316427,1268.6390139907596,875,0
afd_dp3_tp8_ep8,16384,0.75,6.0,100.0,352.46644720648015,1033.9159533847119,875,0
afd_dp3_tp8_ep8,16384,0.9,6.0,100.0,307.3963026186185,930.4076717142015,875,0
afd_dp3_tp8_ep8,16384,0.95,6.0,100.0,238.42090405630213,890.6652918457984,875,0
afd_dp3_tp8_ep8,16384,0.99,6.0,100.0,164.3963745438627,791.5786954015492,875,0
afd_dp3_tp8_ep8,16384,0.0,8.0,100.0,1121.7697825336031,3100.2434086147696,875,0
afd_dp3_tp8_ep8,16384,0.25,8.0,100.0,796.5673775603728,2182.1781115885824,875,0
afd_dp3_tp8_ep8,16384,0.5,8.0,100.0,560.22099970494,1515.4798494465647,875,0
afd_dp3_tp8_ep8,16384,0.75,8.0,100.0,418.19914200529456,1176.0117365978658,875,0
afd_dp3_tp8_ep8,16384,0.9,8.0,100.0,346.0791382097772,974.7876377496867,875,0
afd_dp3_tp8_ep8,16384,0.95,8.0,100.0,253.06877403546656,929.4613205920904,875,0
afd_dp3_tp8_ep8,16384,0.99,8.0,100.0,148.50625398967946,753.0081090610473,875,0
afd_dp3_tp8_ep8,32768,0.0,10.0,100.0,2973.2094594575465,6196.330189798027,875,0
afd_dp3_tp8_ep8,32768,0.25,10.0,100.0,1117.0388183003026,2775.268245125189,875,0
afd_dp3_tp8_ep8,32768,0.5,10.0,100.0,684.7346022150347,2135.6895647011697,875,0
afd_dp3_tp8_ep8,32768,0.75,10.0,100.0,449.4689883706825,1196.2693057022989,875,0
afd_dp3_tp8_ep8,32768,0.9,10.0,100.0,397.6870034576527,986.2654090486466,875,0
afd_dp3_tp8_ep8,32768,0.95,10.0,100.0,295.7471389727933,950.5616089235991,875,0
afd_dp3_tp8_ep8,32768,0.99,10.0,100.0,213.41308493752564,845.1471531856805,875,0
afd_dp3_tp8_ep8,32768,0.0,12.0,59.3,8662.50731705555,17705.32895210199,875,0
afd_dp3_tp8_ep8,32768,0.25,12.0,100.0,3784.7900546076044,7110.14320794493,875,0
afd_dp3_tp8_ep8,32768,0.5,12.0,100.0,1123.4554604941181,3040.85667095147,875,0
afd_dp3_tp8_ep8,32768,0.75,12.0,100.0,591.4662482759783,1636.7125916481016,875,0
afd_dp3_tp8_ep8,32768,0.9,12.0,100.0,470.6602039379733,1200.9090816881508,875,0
afd_dp3_tp8_ep8,32768,0.95,12.0,100.0,375.83538661418214,1097.801669165492,875,0
afd_dp3_tp8_ep8,32768,0.99,12.0,100.0,204.86545112729073,790.119976438582,875,0
afd_dp3_tp8_ep8,32768,0.0,4.0,100.0,459.49899712896774,1370.260090837255,875,0
afd_dp3_tp8_ep8,32768,0.25,4.0,100.0,388.8732480502554,1116.1331766936926,875,0
afd_dp3_tp8_ep8,32768,0.5,4.0,100.0,338.4847554181303,941.5946359001099,875,0
afd_dp3_tp8_ep8,32768,0.75,4.0,100.0,281.8510469570756,843.5704421065748,875,0
afd_dp3_tp8_ep8,32768,0.9,4.0,100.0,259.9384205037994,847.7769433055073,875,0
afd_dp3_tp8_ep8,32768,0.95,4.0,100.0,252.85770396089978,851.6081196069717,875,0
afd_dp3_tp8_ep8,32768,0.99,4.0,100.0,245.90650429310543,847.7842619083822,875,0
afd_dp3_tp8_ep8,32768,0.0,6.0,100.0,549.8774265253118,1632.439843229949,875,0
afd_dp3_tp8_ep8,32768,0.25,6.0,100.0,477.5323986432382,1278.727039610967,875,0
afd_dp3_tp8_ep8,32768,0.5,6.0,100.0,405.6989803654807,1121.6051230579612,875,0
afd_dp3_tp8_ep8,32768,0.75,6.0,100.0,323.4696591938181,893.0291842296718,875,0
afd_dp3_tp8_ep8,32768,0.9,6.0,100.0,299.94765874956335,865.650590043515,875,0
afd_dp3_tp8_ep8,32768,0.95,6.0,100.0,262.2741159924439,843.9898441731929,875,0
afd_dp3_tp8_ep8,32768,0.99,6.0,100.0,141.90028301573224,708.7803436350077,875,0
afd_dp3_tp8_ep8,32768,0.0,8.0,100.0,1072.8719685019128,4458.755995193496,875,0
afd_dp3_tp8_ep8,32768,0.25,8.0,100.0,657.629943699709,1825.8015525154767,875,0
afd_dp3_tp8_ep8,32768,0.5,8.0,100.0,504.3580200081425,1353.0041790101673,875,0
afd_dp3_tp8_ep8,32768,0.75,8.0,100.0,379.9391657667501,1045.5573288351297,875,0
afd_dp3_tp8_ep8,32768,0.9,8.0,100.0,338.2543060651847,922.7378417830914,875,0
afd_dp3_tp8_ep8,32768,0.95,8.0,100.0,316.9688354427261,956.9359107129275,875,0
afd_dp3_tp8_ep8,32768,0.99,8.0,100.0,165.60065533327204,751.5343241300433,875,0
afd_dp3_tp8_ep8,49152,0.0,10.0,100.0,2656.9381219324255,5347.069672141224,875,0
afd_dp3_tp8_ep8,49152,0.25,10.0,100.0,1211.4796876939279,3603.413031678647,875,0
afd_dp3_tp8_ep8,49152,0.5,10.0,100.0,697.6074314266443,1898.6689397133887,875,0
afd_dp3_tp8_ep8,49152,0.75,10.0,100.0,489.44152330021774,1538.2447701133783,875,0
afd_dp3_tp8_ep8,49152,0.9,10.0,100.0,393.1417946027858,1087.1248171757904,875,0
afd_dp3_tp8_ep8,49152,0.95,10.0,100.0,356.7378029200648,1031.2767479382455,875,0
afd_dp3_tp8_ep8,49152,0.99,10.0,100.0,235.643928080265,926.4908533822745,875,0
afd_dp3_tp8_ep8,49152,0.0,12.0,57.8,8704.147900927821,17845.223322077654,874,1
afd_dp3_tp8_ep8,49152,0.25,12.0,97.9,3663.249134015292,10551.49749463424,875,0
afd_dp3_tp8_ep8,49152,0.5,12.0,100.0,1228.1482958059225,3122.8883233666415,875,0
afd_dp3_tp8_ep8,49152,0.75,12.0,100.0,638.07000134566,1543.8385147601366,875,0
afd_dp3_tp8_ep8,49152,0.9,12.0,100.0,473.8958948137505,1246.2493382859973,875,0
afd_dp3_tp8_ep8,49152,0.95,12.0,100.0,429.1789252374853,1278.086407566443,875,0
afd_dp3_tp8_ep8,49152,0.99,12.0,100.0,281.57813061081936,1178.222084054723,875,0
afd_dp3_tp8_ep8,49152,0.0,4.0,100.0,468.6853846731995,1574.4710987992585,875,0
afd_dp3_tp8_ep8,49152,0.25,4.0,100.0,396.114196301571,1140.3468930255622,875,0
afd_dp3_tp8_ep8,49152,0.5,4.0,100.0,333.12066968211104,943.5051887482404,875,0
afd_dp3_tp8_ep8,49152,0.75,4.0,100.0,283.9690322460873,908.104488570243,875,0
afd_dp3_tp8_ep8,49152,0.9,4.0,100.0,261.2823490229036,899.2424849700183,875,0
afd_dp3_tp8_ep8,49152,0.95,4.0,100.0,260.39796945984875,908.3129793126136,875,0
afd_dp3_tp8_ep8,49152,0.99,4.0,100.0,241.66549352183938,898.6372586991638,875,0
afd_dp3_tp8_ep8,49152,0.0,6.0,100.0,577.4211579880545,1691.8380270525809,875,0
afd_dp3_tp8_ep8,49152,0.25,6.0,100.0,487.9727843095149,1401.1608909722418,875,0
afd_dp3_tp8_ep8,49152,0.5,6.0,100.0,400.3618994834168,1177.5599471293388,875,0
afd_dp3_tp8_ep8,49152,0.75,6.0,100.0,328.486937583025,1003.0973399616778,875,0
afd_dp3_tp8_ep8,49152,0.9,6.0,100.0,295.5994269943663,916.8263629730791,875,0
afd_dp3_tp8_ep8,49152,0.95,6.0,100.0,276.81413089856505,910.6181070115417,875,0
afd_dp3_tp8_ep8,49152,0.99,6.0,100.0,238.6341880735542,899.0104184020311,875,0
afd_dp3_tp8_ep8,49152,0.0,8.0,100.0,1003.0682881958783,3204.695342220366,875,0
afd_dp3_tp8_ep8,49152,0.25,8.0,100.0,707.4774495230189,2216.5336400829256,875,0
afd_dp3_tp8_ep8,49152,0.5,8.0,100.0,533.2743204826755,1498.2067263592035,875,0
afd_dp3_tp8_ep8,49152,0.75,8.0,100.0,396.9644982798823,1192.321457136422,875,0
afd_dp3_tp8_ep8,49152,0.9,8.0,100.0,331.0482106357813,1019.1822338756172,875,0
afd_dp3_tp8_ep8,49152,0.95,8.0,100.0,253.11491162170256,913.2263141684234,875,0
afd_dp3_tp8_ep8,49152,0.99,8.0,100.0,198.8852970775749,849.2787474952638,875,0
afd_dp3_tp8_ep8,65536,0.0,10.0,100.0,2933.6497444223082,7131.743363626301,875,0
afd_dp3_tp8_ep8,65536,0.25,10.0,100.0,1383.4896534319435,4090.8805017452687,875,0
afd_dp3_tp8_ep8,65536,0.5,10.0,100.0,709.4140260059919,1897.1470059175042,875,0
afd_dp3_tp8_ep8,65536,0.75,10.0,100.0,473.0041533266859,1433.627490075305,875,0
afd_dp3_tp8_ep8,65536,0.9,10.0,100.0,394.6438610229109,1150.0498596113173,875,0
afd_dp3_tp8_ep8,65536,0.95,10.0,100.0,371.63715049943755,1145.371037358418,875,0
afd_dp3_tp8_ep8,65536,0.99,10.0,100.0,252.626995329346,946.4053893648086,875,0
afd_dp3_tp8_ep8,65536,0.0,12.0,53.8,9315.86294991523,19148.299603043124,875,0
afd_dp3_tp8_ep8,65536,0.25,12.0,98.9,4275.452789167741,10118.757638102397,875,0
