system,load,request_id,planned_offset_s,actual_send_s,ttft_s,e2el_s,completed_s,input_length,success,error,prompt_tokens_match
afd_mbt65536,2x,formal-1-000098,19.5005,19.503542,3.369102,3.369134,22.872676,896,True,,True
afd_mbt65536,2x,formal-1-000099,19.5005,19.503109,2.196828,2.196859,21.699968,4757,True,,True
afd_mbt65536,2x,formal-1-000100,19.5005,19.502343,0.904551,0.904601,20.406945,903,True,,True
afd_mbt65536,2x,formal-1-000101,19.5005,19.501929,1.859691,1.859766,21.361695,2040,True,,True
afd_mbt65536,2x,formal-1-000102,19.5005,19.50272,2.196722,2.196781,21.699501,3230,True,,True
afd_mbt65536,2x,formal-1-000103,19.5005,19.50469,2.194972,2.195015,21.699704,1205,True,,True
afd_mbt65536,2x,formal-1-000104,21.0005,21.003062,5.687882,5.687956,26.691018,13873,True,,True
afd_mbt65536,2x,formal-1-000105,21.0005,21.001799,1.809819,1.80987,22.811669,898,True,,True
afd_mbt65536,2x,formal-1-000106,21.0005,21.003599,5.687605,5.68765,26.69125,9716,True,,True
afd_mbt65536,2x,formal-1-000107,21.0005,21.003212,4.000608,4.00068,25.003892,12432,True,,True
afd_mbt65536,2x,formal-1-000108,21.0005,21.001452,3.009526,3.009567,24.011019,28928,True,,True
afd_mbt65536,2x,formal-1-000109,21.0005,21.004407,4.000143,4.000171,25.004579,908,True,,True
afd_mbt65536,2x,formal-1-000110,21.0005,21.003333,1.869456,1.869482,22.872815,9227,True,,True
afd_mbt65536,2x,formal-1-000111,21.0005,21.00231,2.515515,2.515563,23.517874,4482,True,,True
afd_mbt65536,2x,formal-1-000112,21.0005,21.002507,1.679133,1.679183,22.681691,13843,True,,True
afd_mbt65536,2x,formal-1-000113,21.0005,21.002892,2.514746,2.514827,23.517718,1698,True,,True
afd_mbt65536,2x,formal-1-000114,21.0005,21.002086,4.001912,4.001965,25.004051,8890,True,,True
afd_mbt65536,2x,formal-1-000115,22.5,22.501192,5.046904,5.04695,27.548142,6874,True,,True
afd_mbt65536,2x,formal-1-000116,22.5,22.500905,4.190517,4.19055,26.691455,900,True,,True
afd_mbt65536,2x,formal-1-000117,22.5,22.50243,2.501928,2.501968,25.004398,3234,True,,True
afd_mbt65536,2x,formal-1-000118,22.5,22.500562,1.909152,1.909224,24.409786,18586,True,,True
afd_mbt65536,2x,formal-1-000119,22.5,22.502659,5.04601,5.046043,27.548702,1421,True,,True
afd_mbt65536,2x,formal-1-000120,22.5,22.501459,2.50267,2.502706,25.004165,1962,True,,True
afd_mbt65536,2x,formal-1-000121,24.0005,24.003054,4.368715,4.368782,28.371836,4381,True,,True
afd_mbt65536,2x,formal-1-000122,24.0005,24.002744,3.545683,3.545725,27.548469,6628,True,,True
afd_mbt65536,2x,formal-1-000123,24.0005,24.00199,1.612145,1.612214,25.614204,8344,True,,True
afd_mbt65536,2x,formal-1-000124,24.0005,24.002517,5.722078,5.722142,29.724659,5264,True,,True
afd_mbt65536,2x,formal-1-000125,24.0005,24.001695,2.585441,2.58553,26.587225,20977,True,,True
afd_mbt65536,2x,formal-1-000126,24.0005,24.002217,1.6225,1.622553,25.62477,9082,True,,True
afd_mbt65536,2x,formal-1-000127,24.0005,24.003891,5.720978,5.721028,29.724919,7797,True,,True
afd_mbt65536,2x,formal-1-000128,24.0005,24.003388,4.369125,4.369161,28.372549,1101,True,,True
afd_mbt65536,2x,formal-1-000129,24.0005,24.004466,3.543425,3.543493,27.547959,21005,True,,True
afd_mbt65536,2x,formal-1-000130,24.0005,24.003279,6.058619,6.058647,30.061926,916,True,,True
afd_mbt65536,2x,formal-1-000131,24.0005,24.002922,6.058505,6.058555,30.061477,23175,True,,True
afd_mbt65536,2x,formal-1-000132,25.5,25.503774,2.385376,2.385435,27.889209,5940,True,,True
afd_mbt65536,2x,formal-1-000133,25.5,25.504166,4.557922,4.557966,30.062132,13028,True,,True
afd_mbt65536,2x,formal-1-000134,25.5,25.501571,4.560153,4.560203,30.061774,2489,True,,True
afd_mbt65536,2x,formal-1-000135,25.5,25.502452,4.222827,4.222864,29.725316,23994,True,,True
afd_mbt65536,2x,formal-1-000136,25.5,25.501844,4.22322,4.223255,29.725098,899,True,,True
afd_mbt65536,2x,formal-1-000137,25.5,25.5039,3.496058,3.49611,29.000011,4398,True,,True
afd_mbt65536,2x,formal-1-000138,25.5,25.500589,1.243845,1.243897,26.744487,4775,True,,True
afd_mbt65536,2x,formal-1-000139,25.5,25.501163,4.224267,4.224303,29.725466,15993,True,,True
afd_mbt65536,2x,formal-1-000140,25.5,25.500929,3.499457,3.499487,29.000416,4421,True,,True
afd_mbt65536,2x,formal-1-000141,25.5,25.50136,4.560898,4.560925,30.062285,3025,True,,True
afd_mbt65536,2x,formal-1-000142,25.5,25.501977,2.870011,2.870069,28.372046,16879,True,,True
afd_mbt65536,2x,formal-1-000143,25.5,25.50337,2.868788,2.868833,28.372202,4766,True,,True
afd_mbt65536,2x,formal-1-000144,25.5,25.502345,3.497802,3.497846,29.000191,12332,True,,True
afd_mbt65536,2x,formal-1-000145,25.5,25.502194,2.870123,2.870156,28.37235,5241,True,,True
afd_mbt65536,2x,formal-1-000146,27.0005,27.00197,1.868154,1.868217,28.870187,8828,True,,True
afd_mbt65536,2x,formal-1-000147,27.0005,27.003891,2.470359,2.470439,29.474331,1883,True,,True
afd_mbt65536,2x,formal-1-000148,27.0005,27.000925,5.021064,5.021105,32.022029,3520,True,,True
afd_mbt65536,2x,formal-1-000149,27.0005,27.004111,5.017746,5.01779,32.021902,4020,True,,True
afd_mbt65536,2x,formal-1-000150,27.0005,27.001776,7.061517,7.061566,34.063342,13818,True,,True
afd_mbt65536,2x,formal-1-000151,27.0005,27.003036,12.436336,12.436369,39.439405,63778,True,,True
afd_mbt65536,2x,formal-1-000152,27.0005,27.002124,7.061373,7.061412,34.063536,17473,True,,True
afd_mbt65536,2x,formal-1-000153,27.0005,27.003608,5.018656,5.0187,32.022308,17838,True,,True
afd_mbt65536,2x,formal-1-000154,27.0005,27.001269,5.020452,5.020516,32.021785,21751,True,,True
afd_mbt65536,2x,formal-1-000155,27.0005,27.004344,4.572841,4.572882,31.577226,7630,True,,True
afd_mbt65536,2x,formal-1-000156,27.0005,27.001618,5.020807,5.020844,32.022461,4764,True,,True
afd_mbt65536,2x,formal-1-000157,28.5005,28.50084,4.788422,4.788464,33.289304,11067,True,,True
afd_mbt65536,2x,formal-1-000158,28.5005,28.502384,10.936826,10.936866,39.43925,4151,True,,True
afd_mbt65536,2x,formal-1-000159,28.5005,28.502689,4.786925,4.786971,33.28966,6851,True,,True
afd_mbt65536,2x,formal-1-000160,28.5005,28.501999,4.78742,4.787458,33.289457,10336,True,,True
afd_mbt65536,2x,formal-1-000161,28.5005,28.50254,3.003125,3.003176,31.505716,9607,True,,True
afd_mbt65536,2x,formal-1-000162,28.5005,28.503719,3.001001,3.001057,31.504777,15163,True,,True
afd_mbt65536,2x,formal-1-000163,28.5005,28.502117,10.936965,10.937013,39.43913,9124,True,,True
afd_mbt65536,2x,formal-1-000164,28.5005,28.501221,3.003897,3.003934,31.505155,4277,True,,True
afd_mbt65536,2x,formal-1-000165,28.5005,28.501839,3.004003,3.004033,31.505872,3755,True,,True
afd_mbt65536,2x,formal-1-000166,28.5005,28.501503,4.787602,4.787652,33.289155,22215,True,,True
afd_mbt65536,2x,formal-1-000167,28.5005,28.503871,3.0735,3.073528,31.577399,1766,True,,True
afd_mbt65536,2x,formal-1-000168,30.0005,30.001765,6.883049,6.883086,36.884852,43167,True,,True
afd_mbt65536,2x,formal-1-000169,30.0005,30.005195,9.433252,9.433335,39.438529,897,True,,True
afd_mbt65536,2x,formal-1-000170,30.0005,30.004182,4.438122,4.438199,34.442381,20062,True,,True
afd_mbt65536,2x,formal-1-000171,30.0005,30.002226,6.882408,6.882452,36.884678,4755,True,,True
afd_mbt65536,2x,formal-1-000172,30.0005,30.002886,3.008923,3.00899,33.011876,1535,True,,True
afd_mbt65536,2x,formal-1-000173,30.0005,30.003742,3.700564,3.700605,33.704347,898,True,,True
afd_mbt65536,2x,formal-1-000174,30.0005,30.005512,3.006508,3.006549,33.012061,3125,True,,True
afd_mbt65536,2x,formal-1-000175,30.0005,30.001378,1.310464,1.310551,31.311929,6286,True,,True
afd_mbt65536,2x,formal-1-000176,30.0005,30.002035,6.882942,6.882976,36.885011,13100,True,,True
afd_mbt65536,2x,formal-1-000177,30.0005,30.005907,6.811645,6.811678,36.817585,4404,True,,True
afd_mbt65536,2x,formal-1-000178,30.0005,30.00456,10.522179,10.522215,40.526775,6032,True,,True
afd_mbt65536,2x,formal-1-000179,30.0005,30.000879,3.70363,3.703665,33.704543,14372,True,,True
afd_mbt65536,2x,formal-1-000180,30.0005,30.002712,3.70141,3.701449,33.704161,2554,True,,True
afd_mbt65536,2x,formal-1-000181,30.0005,30.005649,3.698255,3.698299,33.703948,6809,True,,True
afd_mbt65536,2x,formal-1-000182,30.0005,30.003283,6.814101,6.814155,36.817438,7910,True,,True
afd_mbt65536,2x,formal-1-000183,30.0005,30.001607,3.70202,3.702092,33.703699,1317,True,,True
afd_mbt65536,2x,formal-1-000184,31.5005,31.503487,4.39941,4.39946,35.902947,4515,True,,True
afd_mbt65536,2x,formal-1-000185,31.5005,31.503656,9.022514,9.022553,40.526209,17240,True,,True
afd_mbt65536,2x,formal-1-000186,31.5005,31.502615,4.400679,4.400724,35.903339,4468,True,,True
afd_mbt65536,2x,formal-1-000187,31.5005,31.501324,9.025001,9.025041,40.526365,912,True,,True
afd_mbt65536,2x,formal-1-000188,31.5005,31.502826,9.023816,9.023861,40.526687,13736,True,,True
afd_mbt65536,2x,formal-1-000189,31.5005,31.504397,4.398727,4.398771,35.903169,8376,True,,True
afd_mbt65536,2x,formal-1-000190,31.5005,31.503331,9.023518,9.023543,40.526874,6631,True,,True
afd_mbt65536,2x,formal-1-000191,31.5005,31.501816,4.400876,4.400961,35.902777,16121,True,,True
afd_mbt65536,2x,formal-1-000192,31.5005,31.503857,7.934922,7.93498,39.438837,2042,True,,True
afd_mbt65536,2x,formal-1-000193,31.5005,31.503019,5.314009,5.314067,36.817086,5143,True,,True
afd_mbt65536,2x,formal-1-000194,33.0,33.002254,1.935382,1.935442,34.937697,3764,True,,True
afd_mbt65536,2x,formal-1-000195,33.0,33.002576,3.814599,3.814657,36.817233,10246,True,,True
afd_mbt65536,2x,formal-1-000196,33.0,33.001679,4.163695,4.163745,37.165424,5510,True,,True
afd_mbt65536,2x,formal-1-000197,33.0,33.003452,4.162408,4.162439,37.165891,8719,True,,True
afd_mbt65536,2x,formal-1-000198,33.0,33.001018,4.164961,4.164999,37.166017,7068,True,,True
afd_mbt65536,2x,formal-1-000199,33.0,33.000624,5.665049,5.665099,38.665723,13622,True,,True
afd_mbt65536,2x,formal-1-000200,33.0,33.001242,3.815583,3.815661,36.816903,17906,True,,True
afd_mbt65536,2x,formal-1-000201,33.0,33.001959,4.163534,4.163577,37.165537,2615,True,,True
afd_mbt65536,2x,formal-1-000202,33.0,33.0018,4.16439,4.164424,37.166225,5119,True,,True
afd_mbt65536,2x,formal-1-000203,33.0,33.003256,11.454676,11.454721,44.457977,36864,True,,True
afd_mbt65536,2x,formal-1-000204,34.5005,34.50119,6.57383,6.573875,41.075066,15463,True,,True
afd_mbt65536,2x,formal-1-000205,34.5005,34.503319,5.418038,5.418082,39.921402,4461,True,,True
afd_mbt65536,2x,formal-1-000206,34.5005,34.506274,7.379639,7.379727,41.886001,14624,True,,True
afd_mbt65536,2x,formal-1-000207,34.5005,34.503149,7.383465,7.383499,41.886648,20246,True,,True
afd_mbt65536,2x,formal-1-000208,34.5005,34.503448,9.954356,9.954404,44.457852,16383,True,,True
afd_mbt65536,2x,formal-1-000209,34.5005,34.50292,4.162565,4.162641,38.66556,4778,True,,True
afd_mbt65536,2x,formal-1-000210,34.5005,34.502692,6.572541,6.572581,41.075273,4587,True,,True
afd_mbt65536,2x,formal-1-000211,34.5005,34.502504,5.419034,5.419068,39.921572,29696,True,,True
afd_mbt65536,2x,formal-1-000212,34.5005,34.502252,10.569024,10.569055,45.071307,27054,True,,True
afd_mbt65536,2x,formal-1-000213,34.5005,34.502377,5.419475,5.419503,39.92188,11367,True,,True
afd_mbt65536,2x,formal-1-000214,34.5005,34.505775,4.160269,4.16031,38.666084,2402,True,,True
afd_mbt65536,2x,formal-1-000215,34.5005,34.501768,5.419428,5.419487,39.921256,5769,True,,True
afd_mbt65536,2x,formal-1-000216,34.5005,34.504113,4.161805,4.161847,38.66596,13558,True,,True
afd_mbt65536,2x,formal-1-000217,34.5005,34.501544,5.420192,5.420226,39.921771,1311,True,,True
afd_mbt65536,2x,formal-1-000218,36.0,36.001544,9.069334,9.069375,45.070919,949,True,,True
afd_mbt65536,2x,formal-1-000219,36.0,36.002326,5.072517,5.072567,41.074893,1258,True,,True
afd_mbt65536,2x,formal-1-000220,36.0,36.001663,9.069447,9.069507,45.07117,1459,True,,True
afd_mbt65536,2x,formal-1-000221,36.0,36.05405,5.020529,5.020573,41.074624,9110,True,,True
afd_mbt65536,2x,formal-1-000222,36.0,36.05335,13.124256,13.124286,49.177636,39061,True,,True
afd_mbt65536,2x,formal-1-000223,36.0,36.001425,5.884924,5.884979,41.886404,1241,True,,True
afd_mbt65536,2x,formal-1-000224,36.0,36.053515,6.536094,6.536136,42.589651,2073,True,,True
afd_mbt65536,2x,formal-1-000225,36.0,36.054723,8.402887,8.402939,44.457662,907,True,,True
afd_mbt65536,2x,formal-1-000226,36.0,36.053918,4.472017,4.472076,40.525994,6831,True,,True
afd_mbt65536,2x,formal-1-000227,36.0,36.000266,6.588025,6.588106,42.588373,3063,True,,True
afd_mbt65536,2x,formal-1-000228,36.0,36.054415,10.643786,10.643823,46.698237,13410,True,,True
afd_mbt65536,2x,formal-1-000229,36.0,36.053233,10.645477,10.64552,46.698754,14672,True,,True
afd_mbt65536,2x,formal-1-000230,36.0,36.000826,5.074651,5.074681,41.075507,6471,True,,True
afd_mbt65536,2x,formal-1-000231,36.0,36.053708,8.40459,8.404623,44.458331,6224,True,,True
afd_mbt65536,2x,formal-1-000232,36.0,36.000623,6.589258,6.589296,42.589919,5416,True,,True
afd_mbt65536,2x,formal-1-000233,36.0,36.001811,8.456345,8.456377,44.458189,1340,True,,True
afd_mbt65536,2x,formal-1-000234,36.0,36.002071,5.07223,5.072301,41.074372,14133,True,,True
afd_mbt65536,2x,formal-1-000235,36.0,36.053088,5.833631,5.833659,41.886746,20611,True,,True
afd_mbt65536,2x,formal-1-000236,36.0,36.002204,9.068494,9.068543,45.070747,33543,True,,True
afd_mbt65536,2x,formal-1-000237,36.0,36.001005,6.587509,6.587558,42.588564,9905,True,,True
afd_mbt65536,2x,formal-1-000238,36.0,36.055185,6.533555,6.533602,42.588786,5795,True,,True
afd_mbt65536,2x,formal-1-000239,37.5005,37.505326,5.08363,5.083666,42.588991,13670,True,,True
afd_mbt65536,2x,formal-1-000240,37.5005,37.501073,11.676698,11.676728,49.177802,5075,True,,True
afd_mbt65536,2x,formal-1-000241,37.5005,37.503627,6.805832,6.805866,44.309493,8341,True,,True
afd_mbt65536,2x,formal-1-000242,37.5005,37.503094,6.806157,6.806201,44.309296,6685,True,,True
afd_mbt65536,2x,formal-1-000243,37.5005,37.504809,8.422271,8.422303,45.927111,15588,True,,True
afd_mbt65536,2x,formal-1-000244,37.5005,37.502363,7.569003,7.569029,45.071392,924,True,,True
afd_mbt65536,2x,formal-1-000245,37.5005,37.502818,5.086526,5.086562,42.58938,7796,True,,True
afd_mbt65536,2x,formal-1-000246,37.5005,37.502545,5.08716,5.087191,42.589736,6160,True,,True
afd_mbt65536,2x,formal-1-000247,37.5005,37.503235,9.195258,9.195294,46.698529,12393,True,,True
afd_mbt65536,2x,formal-1-000248,37.5005,37.502944,11.674479,11.674513,49.177457,8158,True,,True
afd_mbt65536,2x,formal-1-000249,37.5005,37.501488,9.197529,9.197555,46.699043,11924,True,,True
afd_mbt65536,2x,formal-1-000250,37.5005,37.501958,5.087496,5.087531,42.589489,1733,True,,True
afd_mbt65536,2x,formal-1-000251,37.5005,37.502161,12.70444,12.704475,50.206636,35123,True,,True
afd_mbt65536,2x,formal-1-000252,37.5005,37.501721,8.425134,8.425171,45.926893,1317,True,,True
afd_mbt65536,2x,formal-1-000253,39.0005,39.00234,10.175597,10.17563,49.177971,6596,True,,True
afd_mbt65536,2x,formal-1-000254,39.0005,39.003267,6.923193,6.923265,45.926532,14703,True,,True
afd_mbt65536,2x,formal-1-000255,39.0005,39.002948,5.306138,5.306185,44.309133,4226,True,,True
afd_mbt65536,2x,formal-1-000256,39.0005,39.003413,11.086093,11.086125,50.089538,14100,True,,True
afd_mbt65536,2x,formal-1-000257,39.0005,39.003152,7.695776,7.695806,46.698958,7284,True,,True
afd_mbt65536,2x,formal-1-000258,39.0005,39.001917,11.204323,11.204357,50.206274,30889,True,,True
afd_mbt65536,2x,formal-1-000259,39.0005,39.004468,6.922144,6.922195,45.926663,924,True,,True
afd_mbt65536,2x,formal-1-000260,39.0005,39.002119,11.203944,11.203982,50.206101,2066,True,,True
afd_mbt65536,2x,formal-1-000261,39.0005,39.005387,8.251354,8.251403,47.25679,23583,True,,True
afd_mbt65536,2x,formal-1-000262,39.0005,39.003772,11.202132,11.202179,50.205951,1327,True,,True
afd_mbt65536,2x,formal-1-000263,39.0005,39.001572,10.175579,10.175617,49.177189,14015,True,,True
afd_mbt65536,2x,formal-1-000264,39.0005,39.004615,5.30513,5.305171,44.309786,15203,True,,True
afd_mbt65536,2x,formal-1-000265,39.0005,39.002766,5.306867,5.306905,44.309671,1473,True,,True
afd_mbt65536,2x,formal-1-000266,39.0005,39.004754,6.922672,6.922706,45.92746,897,True,,True
afd_mbt65536,2x,formal-1-000267,39.0005,39.003626,7.694324,7.694398,46.698024,4152,True,,True
afd_mbt65536,2x,formal-1-000268,39.0005,39.005499,15.055455,15.055498,54.060997,24291,True,,True
afd_mbt65536,2x,formal-1-000269,39.0005,39.004322,5.304523,5.304599,44.308921,13337,True,,True
afd_mbt65536,2x,formal-1-000270,39.0005,39.005299,10.171984,10.172017,49.177315,8257,True,,True
afd_mbt65536,2x,formal-1-000271,40.5005,40.50149,9.587818,9.587844,50.089335,14422,True,,True
afd_mbt65536,2x,formal-1-000272,40.5005,40.50297,9.474694,9.474728,49.977698,24584,True,,True
afd_mbt65536,2x,formal-1-000273,40.5005,40.50186,5.425315,5.42536,45.92722,18825,True,,True
afd_mbt65536,2x,formal-1-000274,40.5005,40.505327,8.615464,8.61549,49.120817,12714,True,,True
afd_mbt65536,2x,formal-1-000275,40.5005,40.504013,8.615907,8.615961,49.119974,16199,True,,True
afd_mbt65536,2x,formal-1-000276,40.5005,40.502183,8.61787,8.617914,49.120097,8313,True,,True
afd_mbt65536,2x,formal-1-000277,40.5005,40.502404,9.474446,9.474518,49.976922,15605,True,,True
afd_mbt65536,2x,formal-1-000278,40.5005,40.502626,9.586987,9.587028,50.089654,6518,True,,True
afd_mbt65536,2x,formal-1-000279,40.5005,40.503132,9.586004,9.58604,50.089172,2841,True,,True
afd_mbt65536,2x,formal-1-000280,40.5005,40.503817,6.752404,6.752483,47.2563,25707,True,,True
afd_mbt65536,2x,formal-1-000281,40.5005,40.502844,8.616741,8.616812,49.119656,19201,True,,True
afd_mbt65536,2x,formal-1-000282,40.5005,40.503681,14.877598,14.877639,55.38132,17440,True,,True
afd_mbt65536,2x,formal-1-000283,42.0005,42.00197,13.379173,13.379219,55.381189,6497,True,,True
afd_mbt65536,2x,formal-1-000284,42.0005,42.002511,7.97463,7.974673,49.977185,893,True,,True
afd_mbt65536,2x,formal-1-000285,42.0005,42.002272,7.118215,7.118259,49.120531,3931,True,,True
afd_mbt65536,2x,formal-1-000286,42.0005,42.002645,7.118039,7.118075,49.12072,2144,True,,True
afd_mbt65536,2x,formal-1-000287,42.0005,42.001006,7.976449,7.976483,49.977489,6909,True,,True
afd_mbt65536,2x,formal-1-000288,42.0005,42.003685,8.085276,8.085314,50.088999,14489,True,,True
afd_mbt65536,2x,formal-1-000289,42.0005,42.003095,13.37771,13.377784,55.380879,37071,True,,True
afd_mbt65536,2x,formal-1-000290,42.0005,42.0015,7.118689,7.118737,49.120238,902,True,,True
afd_mbt65536,2x,formal-1-000291,42.0005,42.002799,5.25367,5.253727,47.256526,10731,True,,True
afd_mbt65536,2x,formal-1-000292,42.0005,42.001735,9.669878,9.669925,51.671661,17111,True,,True
afd_mbt65536,2x,formal-1-000293,43.5,43.503057,13.526309,13.526355,57.029412,4177,True,,True
afd_mbt65536,2x,formal-1-000294,43.5,43.502734,13.528008,13.528031,57.030766,2152,True,,True
afd_mbt65536,2x,formal-1-000295,43.5,43.501081,13.529047,13.529073,57.030154,46239,True,,True
afd_mbt65536,2x,formal-1-000296,43.5,43.502233,13.527761,13.527797,57.03003,1484,True,,True
afd_mbt65536,2x,formal-1-000297,43.5,43.50254,8.169279,8.169314,51.671854,8834,True,,True
afd_mbt65536,2x,formal-1-000298,43.5,43.501789,13.529016,13.529038,57.030828,3695,True,,True
afd_mbt65536,2x,formal-1-000299,43.5,43.500588,8.923159,8.923227,52.423815,24344,True,,True
afd_mbt65536,2x,formal-1-000300,43.5,43.50286,6.474903,6.474928,49.977789,3055,True,,True
afd_mbt65536,2x,formal-1-000301,43.5,43.502046,8.169363,8.16945,51.671496,1188,True,,True
afd_mbt65536,2x,formal-1-000302,45.0005,45.001375,12.028323,12.028384,57.029758,1683,True,,True
afd_mbt65536,2x,formal-1-000303,45.0005,45.002221,12.027631,12.027662,57.029883,2242,True,,True
afd_mbt65536,2x,formal-1-000304,45.0005,45.001729,9.0594,9.059429,54.061158,17035,True,,True
afd_mbt65536,2x,formal-1-000305,45.0005,45.00267,12.027602,12.027637,57.030307,9466,True,,True
afd_mbt65536,2x,formal-1-000306,45.0005,45.002511,12.028356,12.028381,57.030892,1060,True,,True
afd_mbt65536,2x,formal-1-000307,45.0005,45.002946,4.974054,4.974101,49.977047,14581,True,,True
afd_mbt65536,2x,formal-1-000308,45.0005,45.002791,12.027617,12.027648,57.030439,10919,True,,True
afd_mbt65536,2x,formal-1-000309,45.0005,45.002034,9.058621,9.058682,54.060716,14452,True,,True
afd_mbt65536,2x,formal-1-000310,46.5005,46.502867,12.132226,12.132284,58.635151,14328,True,,True
afd_mbt65536,2x,formal-1-000311,46.5005,46.504632,13.735777,13.735809,60.240442,15666,True,,True
afd_mbt65536,2x,formal-1-000312,46.5005,46.503048,12.732834,12.732875,59.235923,51976,True,,True
afd_mbt65536,2x,formal-1-000313,46.5005,46.503486,6.913616,6.91365,53.417136,20095,True,,True
afd_mbt65536,2x,formal-1-000314,46.5005,46.502304,10.528357,10.528387,57.030691,5738,True,,True
afd_mbt65536,2x,formal-1-000315,46.5005,46.503245,10.525898,10.525968,57.029212,3852,True,,True
afd_mbt65536,2x,formal-1-000316,46.5005,46.504245,12.131031,12.131069,58.635314,4606,True,,True
afd_mbt65536,2x,formal-1-000317,46.5005,46.504484,6.911969,6.912034,53.416518,6022,True,,True
afd_mbt65536,2x,formal-1-000318,48.0005,48.003578,5.413252,5.413298,53.416877,905,True,,True
afd_mbt65536,2x,formal-1-000319,48.0005,48.003474,12.2363,12.236375,60.239849,895,True,,True
afd_mbt65536,2x,formal-1-000320,48.0005,48.00182,5.414895,5.414929,53.416749,12732,True,,True
afd_mbt65536,2x,formal-1-000321,48.0005,48.001993,4.93334,4.933374,52.935368,2111,True,,True
afd_mbt65536,2x,formal-1-000322,48.0005,48.002661,12.238312,12.238351,60.241012,12309,True,,True
afd_mbt65536,2x,formal-1-000323,48.0005,48.001442,4.933976,4.934011,52.935453,9928,True,,True
afd_mbt65536,2x,formal-1-000324,48.0005,48.003099,11.232961,11.232995,59.236094,921,True,,True
afd_mbt65536,2x,formal-1-000325,48.0005,48.002821,4.932679,4.932711,52.935532,4037,True,,True
afd_mbt65536,2x,formal-1-000326,48.0005,48.004708,11.230761,11.230816,59.235524,24187,True,,True
afd_mbt65536,2x,formal-1-000327,48.0005,48.002356,4.932391,4.932457,52.934813,14216,True,,True
afd_mbt65536,2x,formal-1-000328,48.0005,48.002474,5.413827,5.413885,53.416359,1292,True,,True
afd_mbt65536,2x,formal-1-000329,49.5,49.5019,3.9153,3.915335,53.417235,1544,True,,True
afd_mbt65536,2x,formal-1-000330,49.5,49.502093,5.61714,5.617164,55.119257,9790,True,,True
afd_mbt65536,2x,formal-1-000331,49.5,49.50101,5.616768,5.616824,55.117834,898,True,,True
afd_mbt65536,2x,formal-1-000332,49.5,49.501579,14.55923,14.559306,64.060886,31509,True,,True
afd_mbt65536,2x,formal-1-000333,49.5,49.500784,3.434132,3.434177,52.934961,3162,True,,True
afd_mbt65536,2x,formal-1-000334,49.5,49.501295,5.617441,5.617489,55.118784,10805,True,,True
afd_mbt65536,2x,formal-1-000335,49.5,49.501744,3.433388,3.433428,52.935172,989,True,,True
afd_mbt65536,2x,formal-1-000336,49.5,49.50042,5.61783,5.617884,55.118304,5038,True,,True
afd_mbt65536,2x,formal-1-000337,51.0005,51.003143,9.237635,9.237677,60.24082,898,True,,True
afd_mbt65536,2x,formal-1-000338,51.0005,51.001575,6.760816,6.760857,57.762433,25205,True,,True
afd_mbt65536,2x,formal-1-000339,51.0005,51.001942,4.116493,4.116531,55.118473,4846,True,,True
afd_mbt65536,2x,formal-1-000340,51.0005,51.002211,4.116709,4.116745,55.118956,2371,True,,True
afd_mbt65536,2x,formal-1-000341,51.0005,51.002447,4.115075,4.115165,55.117612,4780,True,,True
afd_mbt65536,2x,formal-1-000342,51.0005,51.002725,4.116411,4.116445,55.11917,5025,True,,True
afd_mbt65536,2x,formal-1-000343,51.0005,51.002889,13.058162,13.058207,64.061096,10217,True,,True
afd_mbt65536,2x,formal-1-000344,52.5,52.505705,4.547658,4.547689,57.053394,4016,True,,True
afd_mbt65536,2x,formal-1-000345,52.5,52.502882,7.737122,7.737165,60.240047,9255,True,,True
afd_mbt65536,2x,formal-1-000346,52.5,52.501361,11.559901,11.559945,64.061306,1817,True,,True
afd_mbt65536,2x,formal-1-000347,52.5,52.501062,4.552171,4.552208,57.05327,6750,True,,True
afd_mbt65536,2x,formal-1-000348,52.5,52.503166,5.259541,5.25958,57.762746,9364,True,,True
afd_mbt65536,2x,formal-1-000349,52.5,52.504177,5.258079,5.258122,57.762299,8187,True,,True
afd_mbt65536,2x,formal-1-000350,52.5,52.501571,5.261316,5.261346,57.762916,21912,True,,True
afd_mbt65536,2x,formal-1-000351,52.5,52.501911,4.55161,4.551639,57.05355,29874,True,,True
afd_mbt65536,2x,formal-1-000352,52.5,52.504008,7.736261,7.736302,60.24031,16873,True,,True
afd_mbt65536,2x,formal-1-000353,52.5,52.503713,11.557737,11.55778,64.061493,11408,True,,True
afd_mbt65536,2x,formal-1-000354,52.5,52.500596,7.740064,7.740101,60.240697,898,True,,True
afd_mbt65536,2x,formal-1-000355,52.5,52.501713,11.559915,11.559958,64.061671,15241,True,,True
afd_mbt65536,2x,formal-1-000356,54.0005,54.001641,8.630366,8.630393,62.632033,8520,True,,True
afd_mbt65536,2x,formal-1-000357,54.0005,54.002216,8.629988,8.630021,62.632237,5163,True,,True
afd_mbt65536,2x,formal-1-000358,54.0005,54.002427,6.431937,6.431966,60.434393,4225,True,,True
afd_mbt65536,2x,formal-1-000359,54.0005,54.002023,6.431586,6.431626,60.433649,22390,True,,True
afd_mbt65536,2x,formal-1-000360,54.0005,54.003542,14.215578,14.215619,68.219161,20654,True,,True
afd_mbt65536,2x,formal-1-000361,54.0005,54.002853,10.56394,10.563984,64.566837,41502,True,,True
afd_mbt65536,2x,formal-1-000362,54.0005,54.003419,6.430744,6.430772,60.434191,7456,True,,True
